,artist,date,rank,song
11,BIG SEAN featuring E-40,2015-01-31,12 ,I Don't Fuck With You
12,SELENA GOMEZ,2015-01-31,13 ,The Heart Wants What It Wants
13,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-01-31,14 ,The Hanging Tree
14,FALL OUT BOY,2015-01-31,15 ,Centuries
15,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-01-31,16 ,Only
16,SIA,2015-01-31,17 ,Elastic Heart
17,RAE SREMMURD,2015-01-31,18 ,No Type
18,I LOVE MAKONNEN featuring DRAKE,2015-01-31,19 ,Tuesday
19,BEYONCE,2015-01-31,20 ,7/11
20,SAM SMITH,2015-01-31,21 ,Stay With Me
21,MR. PROBZ,2015-01-31,22 ,Waves
22,USHER featuring JUICY J,2015-01-31,23 ,I Don't Mind
23,TOVE LO,2015-01-31,24 ,Habits (Stay High)
24,"JESSIE J, ARIANA GRANDE & NICKI MINAJ",2015-01-31,25 ,Bang Bang
25,O.T. GENASIS,2015-01-31,26 ,CoCo
26,ED SHEERAN,2015-01-31,27 ,Don't
27,ELLA HENDERSON,2015-01-31,28 ,Ghost
28,BOBBY SHMURDA,2015-01-31,29 ,Hot Boy
29,SIA,2015-01-31,30 ,Chandelier
30,ALESSO featuring TOVE LO,2015-01-31,31 ,Heroes (We Could Be)
31,CALVIN HARRIS featuring JOHN NEWMAN,2015-01-31,32 ,Blame
32,VANCE JOY,2015-01-31,33 ,Riptide
33,ONEREPUBLIC,2015-01-31,34 ,I Lived
34,PITBULL & NE-YO,2015-01-31,35 ,Time Of Our Lives
35,JEREMIH featuring YG,2015-01-31,36 ,Don't Tell 'Em
36,IGGY AZALEA featuring RITA ORA,2015-01-31,37 ,Black Widow
37,MAGIC!,2015-01-31,38 ,Rude
38,ONE DIRECTION,2015-01-31,39 ,Night Changes
39,CHRIS BROWN & TYGA,2015-01-31,40 ,Ayo
40,CARRIE UNDERWOOD,2015-01-31,41 ,Something In The Water
41,IGGY AZALEA featuring MO,2015-01-31,42 ,Beg For It
42,MILKY CHANCE,2015-01-31,43 ,Stolen Dance
43,FIFTH HARMONY,2015-01-31,44 ,Sledgehammer
44,ELLIE GOULDING,2015-01-31,45 ,Love Me Like You Do
45,CLEAN BANDIT featuring JESS GLYNNE,2015-01-31,46 ,Rather Be
46,DEJ LOAF,2015-01-31,47 ,Try Me
47,TIM McGRAW,2015-01-31,48 ,Shotgun Rider
48,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-01-31,49 ,G.D.F.R.
49,ERIC CHURCH,2015-01-31,50 ,Talladega
50,LUKE BRYAN,2015-01-31,51 ,I See You
51,FLORIDA GEORGIA LINE,2015-01-31,52 ,Sun Daze
52,LILLYWOOD & ROBIN SCHULZ,2015-01-31,53 ,Prayer In C
53,KANYE WEST featuring PAUL McCARTNEY,2015-01-31,54 ,Only One
54,FERGIE,2015-01-31,55 ,L.A.LOVE (la la)
55,NE-YO featuring JUICY J,2015-01-31,56 ,She Knows
56,BRAD PAISLEY,2015-01-31,57 ,Perfect Storm
57,TREY SONGZ featuring NICKI MINAJ,2015-01-31,58 ,"Touchin', Lovin'"
58,BLAKE SHELTON featuring ASHLEY MONROE,2015-01-31,59 ,Lonely Tonight
59,"DJ KHALED feat CHRIS BROWN, AUGUST ALSINA, FUTURE & JEREMIH",2015-01-31,60 ,Hold You Down
60,NICKI MINAJ featuring BEYONCE,2015-01-31,61 ,Feeling Myself
61,KENNY CHESNEY,2015-01-31,62 ,Til It's Gone
62,PRINCE ROYCE featuring SNOOP DOGG,2015-01-31,63 ,Stuck On A Feeling
63,IMAGINE DRAGONS,2015-01-31,64 ,I Bet My Life
64,THE WEEKND,2015-01-31,65 ,Often
65,THOMAS RHETT,2015-01-31,66 ,Make Me Wanna
66,LEE BRICE,2015-01-31,67 ,Drinking Class
67,JASON ALDEAN,2015-01-31,68 ,Just Gettin' Started
68,ONE DIRECTION,2015-01-31,69 ,Steal My Girl
69,RAELYNN,2015-01-31,70 ,God Made Girls
70,WALK THE MOON,2015-01-31,71 ,Shut Up And Dance
71,TAYLOR SWIFT,2015-01-31,72 ,Style
72,CHRIS YOUNG,2015-01-31,73 ,Lonely Eyes
73,BRETT ELDREDGE,2015-01-31,74 ,Mean To Me
74,SAM HUNT,2015-01-31,75 ,Take Your Time
75,CALVIN HARRIS featuring ELLIE GOULDING,2015-01-31,76 ,Outside
76,FALL OUT BOY,2015-01-31,77 ,Irresistible
77,RANDY HOUSER,2015-01-31,78 ,Like A Cowboy
78,J. COLE,2015-01-31,79 ,Apparently
79,DARIUS RUCKER,2015-01-31,80 ,Homegrown Honey
80,DAVID GUETTA featuring SAM MARTIN,2015-01-31,81 ,Dangerous
81,THE WEEKND,2015-01-31,82 ,Earned It (Fifty Shades Of Grey)
82,KID INK featuring USHER & TINASHE,2015-01-31,83 ,Body Language
83,KEITH URBAN,2015-01-31,84 ,Somewhere In My Car
84,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-01-31,85 ,Throw Sum Mo
85,PARMALEE,2015-01-31,86 ,Close Your Eyes
86,SOPHIA GRACE,2015-01-31,87 ,Best Friends
87,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,2015-01-31,88 ,***Flawless
88,COLE SWINDELL,2015-01-31,89 ,Ain't Worth The Whiskey
89,I PREVAIL,2015-01-31,90 ,Blank Space
90,AUGUST ALSINA,2015-01-31,91 ,No Love
91,CHASE BRYANT,2015-01-31,92 ,Take It On Back
92,SHEPPARD,2015-01-31,93 ,Geronimo
93,JAKE OWEN,2015-01-31,94 ,What We Ain't Got
94,MEGHAN TRAINOR,2015-01-31,95 ,Dear Future Husband
95,B.O.B featuring TREY SONGZ,2015-01-31,96 ,Not For Long
96,TYLER FARR,2015-01-31,97 ,A Guy Walks Into A Bar
97,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-01-31,98 ,Post To Be
98,BLAKE SHELTON,2015-01-31,99 ,Neon Light
99,HOODIE ALLEN featuring ED SHEERAN,2015-01-31,100,All About It
0,MARK RONSON featuring BRUNO MARS,2015-02-07,1  ,Uptown Funk!
1,ED SHEERAN,2015-02-07,2  ,Thinking Out Loud
2,TAYLOR SWIFT,2015-02-07,3  ,Blank Space
3,HOZIER,2015-02-07,4  ,Take Me To Church
4,TAYLOR SWIFT,2015-02-07,5  ,Shake It Off
5,MEGHAN TRAINOR,2015-02-07,6  ,Lips Are Movin'
6,SAM SMITH,2015-02-07,7  ,I'm Not The Only One
7,MAROON 5,2015-02-07,8  ,Sugar
8,NICK JONAS,2015-02-07,9  ,Jealous
9,MEGHAN TRAINOR,2015-02-07,10 ,All About That Bass
10,ARIANA GRANDE & THE WEEKND,2015-02-07,11 ,Love Me Harder
11,FALL OUT BOY,2015-02-07,12 ,Centuries
12,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-02-07,13 ,The Hanging Tree
13,BIG SEAN featuring E-40,2015-02-07,14 ,I Don't Fuck With You
14,SELENA GOMEZ,2015-02-07,15 ,The Heart Wants What It Wants
15,MAROON 5,2015-02-07,16 ,Animals
16,USHER featuring JUICY J,2015-02-07,17 ,I Don't Mind
17,BEYONCE,2015-02-07,18 ,7/11
18,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-02-07,19 ,Only
19,RAE SREMMURD,2015-02-07,20 ,No Type
20,I LOVE MAKONNEN featuring DRAKE,2015-02-07,21 ,Tuesday
21,ELLA HENDERSON,2015-02-07,22 ,Ghost
22,"JESSIE J, ARIANA GRANDE & NICKI MINAJ",2015-02-07,23 ,Bang Bang
23,PITBULL & NE-YO,2015-02-07,24 ,Time Of Our Lives
24,MR. PROBZ,2015-02-07,25 ,Waves
25,O.T. GENASIS,2015-02-07,26 ,CoCo
26,SAM SMITH,2015-02-07,27 ,Stay With Me
27,TOVE LO,2015-02-07,28 ,Habits (Stay High)
28,SIA,2015-02-07,29 ,Elastic Heart
29,VANCE JOY,2015-02-07,30 ,Riptide
30,ED SHEERAN,2015-02-07,31 ,Don't
31,ONEREPUBLIC,2015-02-07,32 ,I Lived
32,SIA,2015-02-07,33 ,Chandelier
33,BOBBY SHMURDA,2015-02-07,34 ,Hot Boy
34,ALESSO featuring TOVE LO,2015-02-07,35 ,Heroes (We Could Be)
35,ELLIE GOULDING,2015-02-07,36 ,Love Me Like You Do
36,KELLY CLARKSON,2015-02-07,37 ,Heartbeat Song
37,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-02-07,38 ,G.D.F.R.
38,JEREMIH featuring YG,2015-02-07,39 ,Don't Tell 'Em
39,CALVIN HARRIS featuring JOHN NEWMAN,2015-02-07,40 ,Blame
40,CARRIE UNDERWOOD,2015-02-07,41 ,Something In The Water
41,ONE DIRECTION,2015-02-07,42 ,Night Changes
42,MAGIC!,2015-02-07,43 ,Rude
43,IGGY AZALEA featuring RITA ORA,2015-02-07,44 ,Black Widow
44,LUKE BRYAN,2015-02-07,45 ,I See You
45,ERIC CHURCH,2015-02-07,46 ,Talladega
46,LILLYWOOD & ROBIN SCHULZ,2015-02-07,47 ,Prayer In C
47,ZAC BROWN BAND,2015-02-07,48 ,Homegrown
48,FLORIDA GEORGIA LINE,2015-02-07,49 ,Sun Daze
49,NE-YO featuring JUICY J,2015-02-07,50 ,She Knows
50,FIFTH HARMONY,2015-02-07,51 ,Sledgehammer
51,TAYLOR SWIFT,2015-02-07,52 ,Style
52,DEJ LOAF,2015-02-07,53 ,Try Me
53,BLAKE SHELTON featuring ASHLEY MONROE,2015-02-07,54 ,Lonely Tonight
54,TIM McGRAW,2015-02-07,55 ,Shotgun Rider
55,PRINCE ROYCE featuring SNOOP DOGG,2015-02-07,56 ,Stuck On A Feeling
56,IGGY AZALEA featuring MO,2015-02-07,57 ,Beg For It
57,CALVIN HARRIS featuring ELLIE GOULDING,2015-02-07,58 ,Outside
58,THOMAS RHETT,2015-02-07,59 ,Make Me Wanna
59,KENNY CHESNEY,2015-02-07,60 ,Til It's Gone
60,NICKI MINAJ featuring BEYONCE,2015-02-07,61 ,Feeling Myself
61,TREY SONGZ featuring NICKI MINAJ,2015-02-07,62 ,"Touchin', Lovin'"
62,LEE BRICE,2015-02-07,63 ,Drinking Class
63,JASON ALDEAN,2015-02-07,64 ,Just Gettin' Started
64,BRAD PAISLEY,2015-02-07,65 ,Perfect Storm
65,FERGIE,2015-02-07,66 ,L.A.LOVE (la la)
66,THE WEEKND,2015-02-07,67 ,Often
67,"DJ KHALED feat CHRIS BROWN, AUGUST ALSINA, FUTURE & JEREMIH",2015-02-07,68 ,Hold You Down
68,IMAGINE DRAGONS,2015-02-07,69 ,I Bet My Life
69,THE WEEKND,2015-02-07,70 ,Earned It (Fifty Shades Of Grey)
70,SAM HUNT,2015-02-07,71 ,Take Your Time
71,CHRIS BROWN & TYGA,2015-02-07,72 ,Ayo
72,FALL OUT BOY,2015-02-07,73 ,Uma Thurman
73,WALK THE MOON,2015-02-07,74 ,Shut Up And Dance
74,BRETT ELDREDGE,2015-02-07,75 ,Mean To Me
75,RAELYNN,2015-02-07,76 ,God Made Girls
76,RANDY HOUSER,2015-02-07,77 ,Like A Cowboy
77,HOODIE ALLEN featuring ED SHEERAN,2015-02-07,78 ,All About It
78,CHRIS YOUNG,2015-02-07,79 ,Lonely Eyes
79,DARIUS RUCKER,2015-02-07,80 ,Homegrown Honey
80,J. COLE,2015-02-07,81 ,Apparently
81,ONE DIRECTION,2015-02-07,82 ,Steal My Girl
82,COLE SWINDELL,2015-02-07,83 ,Ain't Worth The Whiskey
83,MEGHAN TRAINOR,2015-02-07,84 ,Dear Future Husband
84,KANYE WEST featuring PAUL McCARTNEY,2015-02-07,85 ,Only One
85,CHASE BRYANT,2015-02-07,86 ,Take It On Back
86,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-02-07,87 ,Throw Sum Mo
87,SHEPPARD,2015-02-07,88 ,Geronimo
88,KID INK featuring USHER & TINASHE,2015-02-07,89 ,Body Language
89,DAVID GUETTA featuring SAM MARTIN,2015-02-07,90 ,Dangerous
90,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-02-07,91 ,Post To Be
91,COMMON & JOHN LEGEND,2015-02-07,92 ,Glory
92,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,2015-02-07,93 ,***Flawless
93,JAKE OWEN,2015-02-07,94 ,What We Ain't Got
94,B.O.B featuring TREY SONGZ,2015-02-07,95 ,Not For Long
95,DIERKS BENTLEY,2015-02-07,96 ,Say You Do
96,AUGUST ALSINA,2015-02-07,97 ,No Love
97,WALE featuring JEREMIH,2015-02-07,98 ,The Body
98,TYLER FARR,2015-02-07,99 ,A Guy Walks Into A Bar
99,G-EAZY featuring REMO,2015-02-07,100,I Mean It
0,MARK RONSON featuring BRUNO MARS,2015-02-14,1  ,Uptown Funk!
1,ED SHEERAN,2015-02-14,2  ,Thinking Out Loud
2,HOZIER,2015-02-14,3  ,Take Me To Church
3,TAYLOR SWIFT,2015-02-14,4  ,Blank Space
4,TAYLOR SWIFT,2015-02-14,5  ,Shake It Off
5,MAROON 5,2015-02-14,6  ,Sugar
6,MEGHAN TRAINOR,2015-02-14,7  ,Lips Are Movin'
7,SAM SMITH,2015-02-14,8  ,I'm Not The Only One
8,NICK JONAS,2015-02-14,9  ,Jealous
9,FALL OUT BOY,2015-02-14,10 ,Centuries
10,MEGHAN TRAINOR,2015-02-14,11 ,All About That Bass
11,ARIANA GRANDE & THE WEEKND,2015-02-14,12 ,Love Me Harder
12,BIG SEAN featuring E-40,2015-02-14,13 ,I Don't Fuck With You
13,USHER featuring JUICY J,2015-02-14,14 ,I Don't Mind
14,SELENA GOMEZ,2015-02-14,15 ,The Heart Wants What It Wants
15,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-02-14,16 ,The Hanging Tree
16,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-02-14,17 ,Only
17,MAROON 5,2015-02-14,18 ,Animals
18,BEYONCE,2015-02-14,19 ,7/11
19,ELLIE GOULDING,2015-02-14,20 ,Love Me Like You Do
20,PITBULL & NE-YO,2015-02-14,21 ,Time Of Our Lives
21,RAE SREMMURD,2015-02-14,22 ,No Type
22,O.T. GENASIS,2015-02-14,23 ,CoCo
23,ELLA HENDERSON,2015-02-14,24 ,Ghost
24,I LOVE MAKONNEN featuring DRAKE,2015-02-14,25 ,Tuesday
25,SAM SMITH,2015-02-14,26 ,Stay With Me
26,THE WEEKND,2015-02-14,27 ,Earned It (Fifty Shades Of Grey)
27,"JESSIE J, ARIANA GRANDE & NICKI MINAJ",2015-02-14,28 ,Bang Bang
28,MR. PROBZ,2015-02-14,29 ,Waves
29,TOVE LO,2015-02-14,30 ,Habits (Stay High)
30,VANCE JOY,2015-02-14,31 ,Riptide
31,SIA,2015-02-14,32 ,Elastic Heart
32,SIA,2015-02-14,33 ,Chandelier
33,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-02-14,34 ,G.D.F.R.
34,ALESSO featuring TOVE LO,2015-02-14,35 ,Heroes (We Could Be)
35,ED SHEERAN,2015-02-14,36 ,Don't
36,TAYLOR SWIFT,2015-02-14,37 ,Style
37,NE-YO featuring JUICY J,2015-02-14,38 ,She Knows
38,ONEREPUBLIC,2015-02-14,39 ,I Lived
39,LILLYWOOD & ROBIN SCHULZ,2015-02-14,40 ,Prayer In C
40,LUKE BRYAN,2015-02-14,41 ,I See You
41,CARRIE UNDERWOOD,2015-02-14,42 ,Something In The Water
42,ERIC CHURCH,2015-02-14,43 ,Talladega
43,FLORIDA GEORGIA LINE,2015-02-14,44 ,Sun Daze
44,MAGIC!,2015-02-14,45 ,Rude
45,ONE DIRECTION,2015-02-14,46 ,Night Changes
46,JEREMIH featuring YG,2015-02-14,47 ,Don't Tell 'Em
47,IGGY AZALEA featuring RITA ORA,2015-02-14,48 ,Black Widow
48,FIFTH HARMONY,2015-02-14,49 ,Sledgehammer
49,CALVIN HARRIS featuring JOHN NEWMAN,2015-02-14,50 ,Blame
50,BLAKE SHELTON featuring ASHLEY MONROE,2015-02-14,51 ,Lonely Tonight
51,PRINCE ROYCE featuring SNOOP DOGG,2015-02-14,52 ,Stuck On A Feeling
52,SAM HUNT,2015-02-14,53 ,Take Your Time
53,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-02-14,54 ,FourFiveSeconds
54,THOMAS RHETT,2015-02-14,55 ,Make Me Wanna
55,CALVIN HARRIS featuring ELLIE GOULDING,2015-02-14,56 ,Outside
56,DEJ LOAF,2015-02-14,57 ,Try Me
57,NICKI MINAJ featuring BEYONCE,2015-02-14,58 ,Feeling Myself
58,THE WEEKND,2015-02-14,59 ,Often
59,LEE BRICE,2015-02-14,60 ,Drinking Class
60,JASON ALDEAN,2015-02-14,61 ,Just Gettin' Started
61,TIM McGRAW,2015-02-14,62 ,Shotgun Rider
62,IMAGINE DRAGONS,2015-02-14,63 ,I Bet My Life
63,WALK THE MOON,2015-02-14,64 ,Shut Up And Dance
64,CHRIS BROWN & TYGA,2015-02-14,65 ,Ayo
65,BRETT ELDREDGE,2015-02-14,66 ,Mean To Me
66,KELLY CLARKSON,2015-02-14,67 ,Heartbeat Song
67,RANDY HOUSER,2015-02-14,68 ,Like A Cowboy
68,KENNY CHESNEY,2015-02-14,69 ,Til It's Gone
69,J. COLE,2015-02-14,70 ,Apparently
70,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-02-14,71 ,Truffle Butter
71,IGGY AZALEA featuring MO,2015-02-14,72 ,Beg For It
72,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-02-14,73 ,Throw Sum Mo
73,CHRIS YOUNG,2015-02-14,74 ,Lonely Eyes
74,RAELYNN,2015-02-14,75 ,God Made Girls
75,HOODIE ALLEN featuring ED SHEERAN,2015-02-14,76 ,All About It
76,COLE SWINDELL,2015-02-14,77 ,Ain't Worth The Whiskey
77,BRAD PAISLEY,2015-02-14,78 ,Perfect Storm
78,FERGIE,2015-02-14,79 ,L.A.LOVE (la la)
79,DARIUS RUCKER,2015-02-14,80 ,Homegrown Honey
80,ZAC BROWN BAND,2015-02-14,81 ,Homegrown
81,FIFTH HARMONY featuring KID INK,2015-02-14,82 ,Worth It
82,CHASE BRYANT,2015-02-14,83 ,Take It On Back
83,ONE DIRECTION,2015-02-14,84 ,Steal My Girl
84,FALL OUT BOY,2015-02-14,85 ,Uma Thurman
85,FETTY WAP,2015-02-14,86 ,Trap Queen
86,KID INK featuring USHER & TINASHE,2015-02-14,87 ,Body Language
87,SHEPPARD,2015-02-14,88 ,Geronimo
88,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-02-14,89 ,Post To Be
89,DIERKS BENTLEY,2015-02-14,90 ,Say You Do
90,B.O.B featuring TREY SONGZ,2015-02-14,91 ,Not For Long
91,JAKE OWEN,2015-02-14,92 ,What We Ain't Got
92,WALE featuring JEREMIH,2015-02-14,93 ,The Body
93,NATALIE LA ROSE featuring JEREMIH,2015-02-14,94 ,Somebody
94,BECKY G,2015-02-14,95 ,Can't Stop Dancin'
95,FALL OUT BOY,2015-02-14,96 ,Immortals
96,DAVID GUETTA featuring SAM MARTIN,2015-02-14,97 ,Dangerous
97,TYLER FARR,2015-02-14,98 ,A Guy Walks Into A Bar
98,TREY SONGZ,2015-02-14,99 ,Slow Motion
99,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,2015-02-14,100,***Flawless
0,MARK RONSON featuring BRUNO MARS,2015-02-21,1  ,Uptown Funk!
1,ED SHEERAN,2015-02-21,2  ,Thinking Out Loud
2,HOZIER,2015-02-21,3  ,Take Me To Church
3,TAYLOR SWIFT,2015-02-21,4  ,Blank Space
4,MAROON 5,2015-02-21,5  ,Sugar
5,MEGHAN TRAINOR,2015-02-21,6  ,Lips Are Movin'
6,SAM SMITH,2015-02-21,7  ,I'm Not The Only One
7,NICK JONAS,2015-02-21,8  ,Jealous
8,TAYLOR SWIFT,2015-02-21,9  ,Shake It Off
9,FALL OUT BOY,2015-02-21,10 ,Centuries
10,PITBULL & NE-YO,2015-02-21,11 ,Time Of Our Lives
11,MEGHAN TRAINOR,2015-02-21,12 ,All About That Bass
12,USHER featuring JUICY J,2015-02-21,13 ,I Don't Mind
13,ELLIE GOULDING,2015-02-21,14 ,Love Me Like You Do
14,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-02-21,15 ,FourFiveSeconds
15,ARIANA GRANDE & THE WEEKND,2015-02-21,16 ,Love Me Harder
16,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-02-21,17 ,Only
17,BIG SEAN featuring E-40,2015-02-21,18 ,I Don't Fuck With You
18,SELENA GOMEZ,2015-02-21,19 ,The Heart Wants What It Wants
19,O.T. GENASIS,2015-02-21,20 ,CoCo
20,SAM SMITH,2015-02-21,21 ,Stay With Me
21,BEYONCE,2015-02-21,22 ,7/11
22,MAROON 5,2015-02-21,23 ,Animals
23,RAE SREMMURD,2015-02-21,24 ,No Type
24,NE-YO featuring JUICY J,2015-02-21,25 ,She Knows
25,ELLA HENDERSON,2015-02-21,26 ,Ghost
26,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-02-21,27 ,Truffle Butter
27,JAMES NEWTON HOWARD featuring JENNIFER LAWRENCE,2015-02-21,28 ,The Hanging Tree
28,TAYLOR SWIFT,2015-02-21,29 ,Style
29,I LOVE MAKONNEN featuring DRAKE,2015-02-21,30 ,Tuesday
30,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-02-21,31 ,G.D.F.R.
31,VANCE JOY,2015-02-21,32 ,Riptide
32,LILLYWOOD & ROBIN SCHULZ,2015-02-21,33 ,Prayer In C
33,TOVE LO,2015-02-21,34 ,Habits (Stay High)
34,"JESSIE J, ARIANA GRANDE & NICKI MINAJ",2015-02-21,35 ,Bang Bang
35,SIA,2015-02-21,36 ,Elastic Heart
36,SIA,2015-02-21,37 ,Chandelier
37,THE WEEKND,2015-02-21,38 ,Earned It (Fifty Shades Of Grey)
38,MR. PROBZ,2015-02-21,39 ,Waves
39,ED SHEERAN,2015-02-21,40 ,Don't
40,LUKE BRYAN,2015-02-21,41 ,I See You
41,ALESSO featuring TOVE LO,2015-02-21,42 ,Heroes (We Could Be)
42,PRINCE ROYCE featuring SNOOP DOGG,2015-02-21,43 ,Stuck On A Feeling
43,MAGIC!,2015-02-21,44 ,Rude
44,ONEREPUBLIC,2015-02-21,45 ,I Lived
45,ERIC CHURCH,2015-02-21,46 ,Talladega
46,FLORIDA GEORGIA LINE,2015-02-21,47 ,Sun Daze
47,BLAKE SHELTON featuring ASHLEY MONROE,2015-02-21,48 ,Lonely Tonight
48,SAM HUNT,2015-02-21,49 ,Take Your Time
49,CALVIN HARRIS featuring ELLIE GOULDING,2015-02-21,50 ,Outside
50,ONE DIRECTION,2015-02-21,51 ,Night Changes
51,THOMAS RHETT,2015-02-21,52 ,Make Me Wanna
52,FIFTH HARMONY,2015-02-21,53 ,Sledgehammer
53,IMAGINE DRAGONS,2015-02-21,54 ,I Bet My Life
54,CARRIE UNDERWOOD,2015-02-21,55 ,Something In The Water
55,KELLY CLARKSON,2015-02-21,56 ,Heartbeat Song
56,CHRIS BROWN & TYGA,2015-02-21,57 ,Ayo
57,NICKI MINAJ featuring BEYONCE,2015-02-21,58 ,Feeling Myself
58,JASON ALDEAN,2015-02-21,59 ,Just Gettin' Started
59,DEJ LOAF,2015-02-21,60 ,Try Me
60,LEE BRICE,2015-02-21,61 ,Drinking Class
61,RANDY HOUSER,2015-02-21,62 ,Like A Cowboy
62,WALK THE MOON,2015-02-21,63 ,Shut Up And Dance
63,THE WEEKND,2015-02-21,64 ,Often
64,J. COLE,2015-02-21,65 ,Apparently
65,BRETT ELDREDGE,2015-02-21,66 ,Mean To Me
66,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-02-21,67 ,Throw Sum Mo
67,KANYE WEST featuring PAUL McCARTNEY,2015-02-21,68 ,Only One
68,COLE SWINDELL,2015-02-21,69 ,Ain't Worth The Whiskey
69,CHRIS YOUNG,2015-02-21,70 ,Lonely Eyes
70,HOODIE ALLEN featuring ED SHEERAN,2015-02-21,71 ,All About It
71,FETTY WAP,2015-02-21,72 ,Trap Queen
72,ZAC BROWN BAND,2015-02-21,73 ,Homegrown
73,TIM McGRAW,2015-02-21,74 ,Shotgun Rider
74,IMAGINE DRAGONS,2015-02-21,75 ,Shots
75,NATALIE LA ROSE featuring JEREMIH,2015-02-21,76 ,Somebody
76,DARIUS RUCKER,2015-02-21,77 ,Homegrown Honey
77,RAELYNN,2015-02-21,78 ,God Made Girls
78,SHEPPARD,2015-02-21,79 ,Geronimo
79,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-02-21,80 ,Post To Be
80,GEORGE EZRA,2015-02-21,81 ,Budapest
81,CHASE BRYANT,2015-02-21,82 ,Take It On Back
82,IGGY AZALEA featuring MO,2015-02-21,83 ,Beg For It
83,FERGIE,2015-02-21,84 ,L.A.LOVE (la la)
84,DIERKS BENTLEY,2015-02-21,85 ,Say You Do
85,KENNY CHESNEY,2015-02-21,86 ,Til It's Gone
86,DAVID GUETTA featuring SAM MARTIN,2015-02-21,87 ,Dangerous
87,BECKY G,2015-02-21,88 ,Can't Stop Dancin'
88,JAKE OWEN,2015-02-21,89 ,What We Ain't Got
89,WALE featuring JEREMIH,2015-02-21,90 ,The Body
90,TYLER FARR,2015-02-21,91 ,A Guy Walks Into A Bar
91,NICK JONAS,2015-02-21,92 ,Chains
92,BRAD PAISLEY,2015-02-21,93 ,Perfect Storm
93,KID INK featuring USHER & TINASHE,2015-02-21,94 ,Body Language
94,TOVE LO,2015-02-21,95 ,Talking Body
95,CIARA,2015-02-21,96 ,I Bet
96,B.O.B featuring TREY SONGZ,2015-02-21,97 ,Not For Long
97,G-EAZY featuring REMO,2015-02-21,98 ,I Mean It
98,ONE DIRECTION,2015-02-21,99 ,Steal My Girl
99,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,2015-02-21,100,***Flawless
0,MARK RONSON featuring BRUNO MARS,2015-02-28,1  ,Uptown Funk!
1,ED SHEERAN,2015-02-28,2  ,Thinking Out Loud
2,HOZIER,2015-02-28,3  ,Take Me To Church
3,MAROON 5,2015-02-28,4  ,Sugar
4,TAYLOR SWIFT,2015-02-28,5  ,Blank Space
5,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-02-28,6  ,FourFiveSeconds
6,MEGHAN TRAINOR,2015-02-28,7  ,Lips Are Movin'
7,SAM SMITH,2015-02-28,8  ,I'm Not The Only One
8,ELLIE GOULDING,2015-02-28,9  ,Love Me Like You Do
9,TAYLOR SWIFT,2015-02-28,10 ,Shake It Off
10,PITBULL & NE-YO,2015-02-28,11 ,Time Of Our Lives
11,NICK JONAS,2015-02-28,12 ,Jealous
12,USHER featuring JUICY J,2015-02-28,13 ,I Don't Mind
13,SAM SMITH,2015-02-28,14 ,Stay With Me
14,FALL OUT BOY,2015-02-28,15 ,Centuries
15,MEGHAN TRAINOR,2015-02-28,16 ,All About That Bass
16,"NICKI MINAJ featuring DRAKE, LIL WAYNE & CHRIS BROWN",2015-02-28,17 ,Only
17,TAYLOR SWIFT,2015-02-28,18 ,Style
18,BIG SEAN featuring E-40,2015-02-28,19 ,I Don't Fuck With You
19,BEYONCE,2015-02-28,20 ,7/11
20,ARIANA GRANDE & THE WEEKND,2015-02-28,21 ,Love Me Harder
21,O.T. GENASIS,2015-02-28,22 ,CoCo
22,NE-YO featuring JUICY J,2015-02-28,23 ,She Knows
